<TICKER>,<PER>,<DTYYYYMMDD>, <TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
khmotor-D1,D1,20200324,000000,7734,7849,7386,7617,2310576,0
khmotor-D1,D1,20200325,000000,7814,7949,7594,7949,3869058,0
khmotor-D1,D1,20200328,000000,8121,8123,7962,8123,4194330,0
khmotor-D1,D1,20200329,000000,8331,8338,7685,7804,4363811,0
khmotor-D1,D1,20200330,000000,7665,7976,7657,7960,5217255,0
khmotor-D1,D1,20200404,000000,8064,8238,7963,8238,6317105,0
khmotor-D1,D1,20200405,000000,8529,8529,8262,8529,6390694,0
khmotor-D1,D1,20200406,000000,8758,8758,8112,8461,4870209,0
khmotor-D1,D1,20200407,000000,8511,8610,8289,8461,5388838,0
khmotor-D1,D1,20200408,000000,8608,8856,8360,8621,8344641,0
khmotor-D1,D1,20200411,000000,8948,9042,8621,9042,6866124,0
khmotor-D1,D1,20200412,000000,9358,9358,9207,9358,8432294,0
khmotor-D1,D1,20200413,000000,9360,9486,8880,8899,6917073,0
khmotor-D1,D1,20200414,000000,8564,9136,8564,8564,7024439,0
khmotor-D1,D1,20200415,000000,8484,9140,8461,8929,7845946,0
khmotor-D1,D1,20200418,000000,9247,9305,8959,9305,6992324,0
khmotor-D1,D1,20200419,000000,9732,9732,8806,8806,12859025,0
khmotor-D1,D1,20200420,000000,8839,9755,8836,9407,11580782,0
khmotor-D1,D1,20200421,000000,9705,9947,9685,9947,9809062,0
khmotor-D1,D1,20200422,000000,10420,10420,10417,10420,5618635,0
khmotor-D1,D1,20200425,000000,10855,10855,10855,10855,2002916,0
khmotor-D1,D1,20200426,000000,11081,11081,10510,11081,11585873,0
khmotor-D1,D1,20200427,000000,11563,11563,11526,11563,4917467,0
khmotor-D1,D1,20200428,000000,12140,12140,12140,12140,1113177,0
khmotor-D1,D1,20200429,000000,12280,12280,12280,12280,1183953,0
khmotor-D1,D1,20200502,000000,12430,12430,12430,12430,1507121,0
khmotor-D1,D1,20200503,000000,12694,12694,12694,12694,3828079,0
khmotor-D1,D1,20200504,000000,13272,13272,12677,13272,7796899,0
khmotor-D1,D1,20200509,000000,13871,14564,13871,14564,2664292,0
khmotor-D1,D1,20200510,000000,14859,14859,13453,14859,10200912,0
khmotor-D1,D1,20200511,000000,15367,15367,14164,15367,6642497,0
khmotor-D1,D1,20200512,000000,15906,15906,14393,14393,8969992,0
khmotor-D1,D1,20200513,000000,14138,15208,14138,14138,6229413,0
khmotor-D1,D1,20200516,000000,13868,13868,13868,13868,385148,0
khmotor-D1,D1,20200517,000000,13789,13789,13789,13789,504845,0
khmotor-D1,D1,20200518,000000,13688,15127,13688,13688,15529535,0
khmotor-D1,D1,20200519,000000,14314,14314,13158,13182,11276057,0
khmotor-D1,D1,20200520,000000,13537,13537,12893,12893,3887095,0
khmotor-D1,D1,20200523,000000,12351,12351,12351,12351,749844,0
khmotor-D1,D1,20200526,000000,12230,12230,12230,12230,364903,0
khmotor-D1,D1,20200527,000000,12172,12172,12172,12172,1185545,0
khmotor-D1,D1,20200530,000000,13000,13204,12442,12462,5755473,0
khmotor-D1,D1,20200531,000000,12541,12741,12220,12220,1668221,0
khmotor-D1,D1,20200601,000000,12038,12038,12038,12038,1868079,0
khmotor-D1,D1,20200602,000000,11754,12592,11754,12143,10956980,0
khmotor-D1,D1,20200606,000000,12542,12613,12293,12613,4547875,0
khmotor-D1,D1,20200607,000000,13207,13207,12905,12940,6534240,0
khmotor-D1,D1,20200615,000000,15500,15500,14730,15000,5782242,0
khmotor-D1,D1,20200616,000000,15150,15670,14190,15670,16165906,0
khmotor-D1,D1,20200620,000000,15960,15960,15960,15960,1601567,0
khmotor-D1,D1,20200621,000000,16340,16340,16340,16340,1597899,0
khmotor-D1,D1,20200622,000000,16730,16730,16730,16730,1411222,0
khmotor-D1,D1,20200623,000000,17090,17090,16830,17090,7640778,0
khmotor-D1,D1,20200624,000000,17400,17930,16230,17640,9080247,0
khmotor-D1,D1,20200627,000000,17350,18190,16720,16720,8200581,0
khmotor-D1,D1,20200628,000000,16510,16900,16320,16320,3439719,0
khmotor-D1,D1,20200629,000000,15580,15580,15580,15580,1372394,0
khmotor-D1,D1,20200630,000000,15500,16790,15200,16280,12690680,0
khmotor-D1,D1,20200701,000000,16800,16800,15390,15630,10392955,0
khmotor-D1,D1,20200704,000000,15500,15630,15000,15000,4678136,0
khmotor-D1,D1,20200705,000000,14360,15780,14360,15600,11435000,0
khmotor-D1,D1,20200706,000000,15630,15660,15210,15660,5994480,0
khmotor-D1,D1,20200707,000000,16410,16410,14900,16410,10442571,0
khmotor-D1,D1,20200708,000000,16810,16910,15310,15400,11329268,0
khmotor-D1,D1,20200711,000000,15510,16130,15510,15620,5584092,0
khmotor-D1,D1,20200712,000000,16200,16420,15790,15790,5744601,0
khmotor-D1,D1,20200713,000000,15520,15790,15520,15520,7753352,0
khmotor-D1,D1,20200714,000000,15520,16250,14830,15000,7142243,0
khmotor-D1,D1,20200715,000000,15500,15870,14850,15590,6831258,0
khmotor-D1,D1,20200718,000000,15870,16110,15300,16110,6180055,0
khmotor-D1,D1,20200719,000000,16680,16680,15110,15110,8226221,0
khmotor-D1,D1,20200720,000000,15900,16400,15210,15740,11454632,0
khmotor-D1,D1,20200721,000000,15500,15990,15010,15800,4308322,0
khmotor-D1,D1,20200722,000000,16080,16190,15280,15520,3724074,0
khmotor-D1,D1,20200725,000000,16200,16500,15750,16500,9636311,0
khmotor-D1,D1,20200726,000000,17120,17120,15510,16000,5365540,0
khmotor-D1,D1,20200727,000000,15550,16280,15310,15310,5245714,0
khmotor-D1,D1,20200728,000000,15050,16150,14860,14860,5976040,0
khmotor-D1,D1,20200729,000000,14700,15280,14520,14810,4482216,0
khmotor-D1,D1,20200801,000000,14450,15000,14140,14730,5264813,0
khmotor-D1,D1,20200802,000000,15250,15380,14770,15380,3346869,0
khmotor-D1,D1,20200803,000000,15970,15970,15970,15970,3601165,0
khmotor-D1,D1,20200804,000000,16760,16760,16760,16760,2467294,0
khmotor-D1,D1,20200805,000000,17360,17360,15800,16450,8856923,0
khmotor-D1,D1,20200809,000000,16700,16700,16170,16170,1918955,0
khmotor-D1,D1,20200810,000000,15670,15670,15670,15670,181806,0
khmotor-D1,D1,20200811,000000,15620,15620,15620,15620,127713,0
khmotor-D1,D1,20200812,000000,15580,15580,15580,15580,447114,0
khmotor-D1,D1,20200815,000000,15470,15470,15470,15470,97201,0
khmotor-D1,D1,20200816,000000,15440,15440,15440,15440,113652,0
khmotor-D1,D1,20200817,000000,15410,15410,15410,15410,1135647,0
khmotor-D1,D1,20200818,000000,15130,15700,15130,15130,7505715,0
khmotor-D1,D1,20200819,000000,14450,14450,14450,14450,35511,0
khmotor-D1,D1,20200822,000000,14440,14440,14440,14440,86541,0
khmotor-D1,D1,20200823,000000,14430,14430,14430,14430,25379,0
khmotor-D1,D1,20200824,000000,14420,14420,14420,14420,13828,0
khmotor-D1,D1,20200825,000000,14420,14420,14420,14420,434736,0
khmotor-D1,D1,20200826,000000,14320,14700,14320,14360,17031680,0
khmotor-D1,D1,20200831,000000,14530,14800,13690,13690,2387131,0
khmotor-D1,D1,20200901,000000,13360,13360,13360,13360,37337,0
khmotor-D1,D1,20200902,000000,13350,13350,13350,13350,103198,0
khmotor-D1,D1,20200905,000000,13330,13330,13330,13330,60862,0
khmotor-D1,D1,20200906,000000,13320,13320,13320,13320,25368,0
khmotor-D1,D1,20200907,000000,13320,13320,13320,13320,8986,0
khmotor-D1,D1,20200908,000000,13320,13320,13320,13320,2388,0
khmotor-D1,D1,20200909,000000,13320,13320,13320,13320,37950,0
khmotor-D1,D1,20200912,000000,13310,13310,13310,13310,19863,0
khmotor-D1,D1,20200913,000000,13310,13310,13310,13310,19767,0
khmotor-D1,D1,20200914,000000,13310,13310,13310,13310,26536,0
khmotor-D1,D1,20200915,000000,13300,13300,13300,13300,256542,0
khmotor-D1,D1,20200916,000000,13260,13260,13260,13260,130241,0
khmotor-D1,D1,20200919,000000,13230,13230,13230,13230,7558,0
khmotor-D1,D1,20200920,000000,13230,13230,13230,13230,913,0
khmotor-D1,D1,20200921,000000,13230,13230,13230,13230,8100,0
khmotor-D1,D1,20200922,000000,13230,13230,13230,13230,5861,0
khmotor-D1,D1,20200923,000000,13230,13230,13230,13230,54656,0
khmotor-D1,D1,20200926,000000,13220,13220,13220,13220,26138,0
khmotor-D1,D1,20200928,000000,13210,13210,13210,13210,441,0
khmotor-D1,D1,20200929,000000,13210,13210,13210,13210,10000,0
khmotor-D1,D1,20200930,000000,13210,13210,13210,13210,5453,0
khmotor-D1,D1,20201003,000000,13210,13210,13210,13210,66531,0
khmotor-D1,D1,20201004,000000,13200,13200,13200,13200,29799,0
khmotor-D1,D1,20201005,000000,13190,13190,13190,13190,500,0
khmotor-D1,D1,20201006,000000,13190,13190,13190,13190,36251,0
khmotor-D1,D1,20201007,000000,13180,13180,13180,13180,51195,0
khmotor-D1,D1,20201010,000000,13170,13170,13170,13170,32886,0
khmotor-D1,D1,20201011,000000,13160,13160,13160,13160,282669,0
khmotor-D1,D1,20201012,000000,13110,13110,13110,13110,7954,0
khmotor-D1,D1,20201013,000000,12420,12420,12420,12420,3045772,0
khmotor-D1,D1,20201014,000000,12000,12000,12000,12000,2003737,0
khmotor-D1,D1,20201018,000000,11670,11670,11670,11670,87044,0
khmotor-D1,D1,20201019,000000,11650,11650,11650,11650,82279,0
khmotor-D1,D1,20201020,000000,11640,11640,11640,11640,97401,0
khmotor-D1,D1,20201021,000000,11630,11630,11630,11630,125470,0
khmotor-D1,D1,20201024,000000,11610,11610,11610,11610,700,0
khmotor-D1,D1,20201026,000000,11610,11610,11610,11610,67434,0
khmotor-D1,D1,20201027,000000,11600,11600,11600,11600,4734,0
khmotor-D1,D1,20201028,000000,11600,11600,11600,11600,4987,0
khmotor-D1,D1,20201031,000000,11600,11600,11600,11600,7307,0
khmotor-D1,D1,20201101,000000,11600,11600,11600,11600,940,0
khmotor-D1,D1,20201102,000000,11600,11600,11600,11600,4063,0
khmotor-D1,D1,20201104,000000,11600,11600,11600,11600,1408,0
khmotor-D1,D1,20201107,000000,11600,11600,11600,11600,399,0
khmotor-D1,D1,20201108,000000,11600,11600,11600,11600,1950,0
khmotor-D1,D1,20201109,000000,11600,11600,11600,11600,1000,0
khmotor-D1,D1,20201110,000000,11600,11600,11600,11600,1359,0
khmotor-D1,D1,20201111,000000,11600,11600,11600,11600,4634,0
khmotor-D1,D1,20201114,000000,11600,11600,11600,11600,136282,0
khmotor-D1,D1,20201115,000000,11590,11590,11590,11590,50619,0
khmotor-D1,D1,20201116,000000,10970,10970,10970,10970,4067962,0
khmotor-D1,D1,20201117,000000,10440,10950,10440,10440,22598139,0
khmotor-D1,D1,20201118,000000,10200,10640,10060,10140,13639530,0
khmotor-D1,D1,20201121,000000,10250,10360,9710,9710,6643149,0
khmotor-D1,D1,20201122,000000,9370,9710,9370,9380,7004647,0
khmotor-D1,D1,20201123,000000,9400,9840,9000,9840,6113453,0
khmotor-D1,D1,20201124,000000,10230,10230,9410,9800,6159050,0
khmotor-D1,D1,20201125,000000,10150,10420,9440,10420,10700242,0
khmotor-D1,D1,20201128,000000,10420,10720,10210,10720,4007253,0
khmotor-D1,D1,20201129,000000,11110,11110,10870,11110,6859493,0
khmotor-D1,D1,20201130,000000,11470,11470,10750,10750,8273320,0
khmotor-D1,D1,20201201,000000,10600,11090,10450,10450,9311492,0
khmotor-D1,D1,20201202,000000,10120,10630,10100,10100,7769637,0
khmotor-D1,D1,20201205,000000,10120,10740,9990,10740,4500672,0
khmotor-D1,D1,20201206,000000,10960,11110,10910,11110,4504147,0
khmotor-D1,D1,20201207,000000,11150,11600,10760,11460,12021091,0
khmotor-D1,D1,20201208,000000,11510,12070,11510,12070,10758037,0
khmotor-D1,D1,20201209,000000,12650,12650,12650,12650,4987796,0
khmotor-D1,D1,20201215,000000,12020,12020,12020,12020,1567358,0
khmotor-D1,D1,20201216,000000,11780,13020,11780,13020,13134783,0
khmotor-D1,D1,20201219,000000,13250,13250,13250,13250,3070182,0
khmotor-D1,D1,20201220,000000,13760,13760,13760,13760,5254324,0
khmotor-D1,D1,20201221,000000,14440,14440,14440,14440,3049793,0
khmotor-D1,D1,20201222,000000,14990,14990,14990,14990,5840999,0
khmotor-D1,D1,20201223,000000,15730,15730,15730,15730,3525877,0
khmotor-D1,D1,20201227,000000,16420,16430,15600,16390,19881313,0
khmotor-D1,D1,20201228,000000,17150,17150,16380,17150,21108526,0
khmotor-D1,D1,20201229,000000,17800,17800,17800,17800,5365760,0
khmotor-D1,D1,20201230,000000,18690,18690,18070,18690,9399188,0
khmotor-D1,D1,20210102,000000,19610,19610,19610,19610,3935877,0
khmotor-D1,D1,20210103,000000,20590,20590,20590,20590,3420830,0
khmotor-D1,D1,20210104,000000,21610,21610,21610,21610,1428052,0
khmotor-D1,D1,20210105,000000,22180,22180,22180,22180,5192844,0
khmotor-D1,D1,20210106,000000,23280,23280,23280,23280,3112326,0
khmotor-D1,D1,20210109,000000,24440,24440,24440,24440,1925041,0
khmotor-D1,D1,20210110,000000,25530,25530,23700,25000,9139127,0
khmotor-D1,D1,20210112,000000,25110,26490,25110,26490,8080877,0
khmotor-D1,D1,20210113,000000,27210,27210,27210,27210,10151974,0
khmotor-D1,D1,20210116,000000,28570,28570,28570,28570,9092037,0
khmotor-D1,D1,20210118,000000,29990,29990,27150,27150,39101010,0
khmotor-D1,D1,20210119,000000,27290,27290,27290,27290,7177813,0
khmotor-D1,D1,20210120,000000,25930,25930,25930,25930,1446008,0
khmotor-D1,D1,20210123,000000,24910,24910,24910,24910,1531474,0
khmotor-D1,D1,20210124,000000,23920,23920,23920,23920,1990082,0
khmotor-D1,D1,20210125,000000,22730,22730,22730,22730,667040,0
khmotor-D1,D1,20210126,000000,22330,22330,22330,22330,1437427,0
khmotor-D1,D1,20210127,000000,21490,21490,21490,21490,1409190,0
